source_file,line,current_icon,icon_name,inferred_function,exists,status,line_text
docs/assets/fragments/layers/website/home/stage/home-interaction-panel.html,15,core/actions/unclassified/attach.svg,attach,attach,yes,TRUE_MATCH_REVIEW,"<img class=""ui-icon-theme-aware"" src=""/assets/icons/core/actions/unclassified/attach.svg"" alt="""">"
docs/assets/fragments/layers/website/home/stage/home-interaction-panel.html,22,core/navigation/unclassified/chevron-down.svg,chevron-down,chevron-down,yes,TRUE_MATCH_REVIEW,"<img class=""ui-icon-theme-aware"" src=""/assets/icons/core/navigation/unclassified/chevron-down.svg"" alt="""">"
docs/assets/fragments/layers/website/home/stage/home-interaction-panel.html,28,core/system/unclassified/settings.svg,settings,settings,yes,TRUE_MATCH_REVIEW,"<img class=""ui-icon-theme-aware"" src=""/assets/icons/core/system/unclassified/settings.svg"" alt="""">"
docs/assets/fragments/layers/website/home/stage/home-interaction-panel.html,45,core/media/unclassified/mic.svg,mic,mic,yes,TRUE_MATCH_REVIEW,"<img class=""ui-icon-theme-aware"" src=""/assets/icons/core/media/unclassified/mic.svg"" alt="""">"
docs/assets/fragments/layers/website/home/stage/home-interaction-panel.html,51,core/actions/unclassified/send.svg,send,send,yes,TRUE_MATCH_REVIEW,"<img class=""ui-icon-theme-aware"" src=""/assets/icons/core/actions/unclassified/send.svg"" alt="""">"
docs/assets/fragments/layers/website/navigation/institutional-menu.html,29,core/identity/brand/neuroartan/logo-plain.svg,logo-plain,logo-plain,yes,TRUE_MATCH_REVIEW,"<img src=""/assets/icons/core/identity/brand/neuroartan/logo-plain.svg"" alt=""Neuroartan symbol"" class=""institutional-menu-brand-symbol"">"
docs/assets/fragments/layers/website/navigation/menu.html,27,layers/website/legacy/hover-to-social-media-and-music.svg,hover-to-social-media-and-music,hover-to-social-media-and-music,yes,TRUE_MATCH_REVIEW,"<img src=""/assets/icons/layers/website/legacy/hover-to-social-media-and-music.svg"" alt="""" aria-hidden=""true"">"
docs/assets/fragments/layers/website/navigation/menu.html,42,core/identity/unclassified/profile.svg,profile,profile,yes,TRUE_MATCH_REVIEW,"<img src=""/assets/icons/core/identity/unclassified/profile.svg"" alt="""" aria-hidden=""true"">"
docs/assets/fragments/layers/website/navigation/menu.html,45,system/social/email.svg,email,email,yes,TRUE_MATCH_REVIEW,"<img src=""/assets/icons/system/social/email.svg"" alt="""" aria-hidden=""true"">"
docs/assets/fragments/layers/website/navigation/menu.html,59,system/social/youtube.svg,youtube,youtube,yes,TRUE_MATCH_REVIEW,"<img class=""menu-pack-img"" src=""/assets/icons/system/social/youtube.svg"" alt=""YouTube"">"
docs/assets/fragments/layers/website/navigation/menu.html,62,system/social/x.svg,x,x,yes,TRUE_MATCH_REVIEW,"<img class=""menu-pack-img"" src=""/assets/icons/system/social/x.svg"" alt=""X"">"
docs/assets/fragments/layers/website/navigation/menu.html,76,core/identity/brand/neuroartan/logo-typo.svg,logo-typo,logo-typo,yes,TRUE_MATCH_REVIEW,"<img src=""/assets/icons/core/identity/brand/neuroartan/logo-typo.svg"" alt=""Neuroartan wordmark"" class=""menu-typo-logo"">"
docs/assets/fragments/layers/website/navigation/menu.html,90,layers/website/system/navigation/project.svg,project,project,yes,TRUE_MATCH_REVIEW,"<img id=""menu-preview-icon"" class=""menu-preview-icon"" src=""/assets/icons/layers/website/system/navigation/project.svg"" alt=""Menu preview icon"" data-preview-icon-default=""/assets/icons/layers/website/system/navigation/project.svg"">"
docs/assets/fragments/layers/website/navigation/menu.html,90,layers/website/system/navigation/project.svg,project,project,yes,TRUE_MATCH_REVIEW,"<img id=""menu-preview-icon"" class=""menu-preview-icon"" src=""/assets/icons/layers/website/system/navigation/project.svg"" alt=""Menu preview icon"" data-preview-icon-default=""/assets/icons/layers/website/system/navigation/project.svg"">"
docs/assets/fragments/layers/website/navigation/menu.html,101,layers/website/system/navigation/project.svg,project,project,yes,TRUE_MATCH_REVIEW,"<li class=""menu-item"" data-preview-title=""ARCHITECTURE"" data-preview-sub=""Institutional structure and system architecture"" data-preview-icon=""/assets/icons/layers/website/system/navigation/project.svg"">"
docs/assets/fragments/layers/website/navigation/menu.html,102,layers/website/system/navigation/project.svg,project,project,yes,TRUE_MATCH_REVIEW,"<a href=""/pages/infrastructure/architecture/index.html"" class=""menu-link menu-link--nojump"" data-text=""Architecture"" data-preview-title=""ARCHITECTURE"" data-preview-sub=""Institutional structure and system architecture"" data-preview-icon=""/assets/icons/layers/website/system/navigation/project.svg"">"
